gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
014717,HATTERAS INCOME SECS,419025101,0000046135,P,01,LU,57584,20889,19820129,20050228
014717,HATTERAS INCOME SECS,419025101,0000046135,C,00X,LU,57584,20889,19820101,19820128
014718,SWISS HELVETIA FUND,870875101,0000813623,P,01,LU,75168,20903,19870819,E
014719,MORGAN STANLY HIGH INCM ADV,61745P205,0000817908,P,01,LC,86462,34961,19981221,20021210
014719,MORGAN STANLY HIGH INCM ADV,61745P205,0000817908,P,01,LC,75225,20910,19871023,19981218
014720,HIGH YIELD INCOME FUND,429904105,0000820537,P,01,LU,75226,20911,19871030,20090630
014721,HIGH YIELD PLUS FUND,429906100,0000828990,P,01,LU,75296,20912,19880415,20090630
014722,HOPPER SOLIDAY CORP,440263101,0000793042,C,01,LU,69884,20929,19870731,19910425
014723,CIGNA INVESTMENT SECURITIES,17179X106,0000049975,P,01,LU,56813,20958,19820129,20050429
014723,CIGNA INVESTMENT SECURITIES,17179X106,0000049975,C,00X,LU,56813,20958,19820101,19820128
014724,ITALY FUND INC,465395101,0000785855,P,01,LU,68961,21008,19860226,20030228
014725,DEUTSCHE HIGH INCOME TRUST,25155R100,0000830160,P,01,LU,75297,21044,19880422,20161130
014726,SCUDDER INTERM GVT TR,811163104,0000832925,P,01,LU,75350,21043,19880722,20050729
014727,DRESDNER RCM GLBL STRATGIC,26157B101,,P,01,LU,70770,21060,19861120,20020131
014728,KOREA FUND,500634209,0000748691,P,01,LU,66616,21066,19840822,E
014729,LIBERTY ALL-STAR EQUITY,530158104,0000799195,P,01,LU,70797,21098,19861024,E
014730,LINCOLN NATIONAL CV SEC,534183108,0000793158,P,01,LU,69518,21104,19860619,20050630
014731,LINCOLN NATIONAL INCOME FUND,534217104,0000059560,P,01,LU,58114,21106,19820129,20060630
014731,LINCOLN NATIONAL INCOME FUND,534217104,0000059560,C,00X,LU,58114,21106,19820101,19820128
014732,MFS INCOME & OPT TR,55273B109,0000819673,P,01,LU,75234,21136,19871022,19910503
014733,MFS GVT MKTS INCOME TR,552939100,0000811922,P,01,LU,75075,21143,19870520,E
014734,MFS INTERM INCOME SBI,55273C107,0000826735,P,01,LU,75260,21137,19880311,E
014735,MFS MULTIMARKET INCOME TR,552737108,0000809173,P,01,LU,72231,21134,19870305,E
014737,MFS MUNICIPAL INC TR,552738106,0000801961,P,01,LU,70826,21135,19861118,E
014738,MALAYSIA FUND,560905101,0000811797,P,01,LU,75076,21148,19870508,20120831
014739,BARINGS CORPORATE INVESTORS,06759X107,0000275694,P,01,LC,56565,21162,19820129,E
014740,MEXICO FUND INC,592835102,0000065433,P,01,LU,62930,21196,19820129,E
014741,INVESTORS FIRST FUND INC,46150W100,0000809584,P,01,LU,75078,21223,19870508,20040630
014742,PIONEER INTEREST SHS INC,723703104,0000069407,P,01,LU,54711,21237,19820129,20071031
014742,PIONEER INTEREST SHS INC,723703104,0000069407,C,00X,LU,54711,21237,19820101,19820128
014743,NEW AMERICA HI INCOME FUND,641876800,0000825345,P,01,LU,75263,21270,19880219,E
014746,NUVEEN CAL MUNI INCOME FD,67062B109,0000830266,C,01,LU,75305,21310,19880504,19960108
014747,NUVEEN MUNICIPAL INCOME FUND,67062J102,0000830271,P,01,LU,75306,21312,19880504,E
014748,NUVEEN MUNI VALUE FUND INC,670928100,0000812801,P,01,LU,75082,21318,19870617,E
014749,NUVEEN N Y MUNI VALUE FUND,67062M105,0000818850,P,01,LU,75240,21314,19871007,E
014750,NUVEEN PREM INCOME MUN FD,67062T100,0000833251,P,01,LU,75355,21315,19880721,20161031
014751,OPPENHEIMER MULTI-SECTOR,683933105,0000829801,P,01,LU,75264,21335,19880325,20050729
014752,WESTERN ASST INV GRD INCM FD,95766T100,0000075398,P,01,LU,57074,21354,19820129,E
014752,WESTERN ASST INV GRD INCM FD,95766T100,0000075398,C,00X,LU,57074,21354,19820101,19820128
014753,ADAMS NATURAL RESOURCES FUND,00548F105,0000216851,P,01,LC,18964,21392,19820129,E
014754,PILGRIM AMER BANK & THRIFT,720904101,0000784055,P,01,LU,69067,21406,19860124,19971031
014757,HIGH INCOME SECURITIES FUND,42968F108,0000810943,P,01,LC,75183,21463,19870709,E
014758,PUTNAM INTER GVT INCOME,746798107,0000832754,P,01,LU,75312,21464,19880617,19980130
014759,PUTNAM MASTER INCOME TR,74683K104,0000824463,P,01,LC,75243,21465,19871218,20050225
014760,PUTNAM MASTER INTERM INCOME,746909100,0000830622,P,01,LU,75313,21468,19880422,E
014761,QUEST VALUE DUAL FUND,748343209,0000799029,P,01,LU,72557,21475,19870213,19970331
014763,ROYCE VALUE TRUST,780910105,0000804116,P,01,LC,71079,21535,19861128,E
014765,SCUDDER NEW ASIA FUND INC,811183102,0000798738,P,01,LU,75092,21584,19870618,20060428
014767,IBERO-AMERICA FUND INC,45082X103,0000818105,P,01,LC,75317,21647,19880621,20110831
014768,ALLMERICA SECS TR,019921105,0000093730,P,01,LU,56979,21667,19820129,20060531
014768,ALLMERICA SECS TR,019921105,0000093730,C,00X,LU,56979,21667,19820101,19820128
014769,TCW STRATEGIC INCOME FUND,872340104,0000809559,P,01,LU,72776,21699,19870226,E
014770,TEMPLETON GLOBAL INCOME FUND,880198106,0000828803,P,01,LU,75274,21728,19880317,E
014771,THAI FUND INC,882904105,0000822794,P,01,LU,75275,21742,19880217,20180131
014772,TRANSAMERICA INCOME SHARES,893506105,0000099197,P,01,LU,56696,21770,19820129,20151231
014773,UNITED KINGDOM FUND,910766104,0000814830,C,01,LU,75194,21823,19870807,19990426
014774,VESTAUR SECURITIES FUND,925464109,0000103361,P,01,LU,56987,21864,19810130,20050531
014775,WORLDWIDE VALUE FUND,981599103,0000794279,P,01,LC,70287,21938,19860819,19970715
014776,WESTERN ASST ZENIX INCOME FD,957669104,0000830142,P,01,LC,75322,21951,19880420,20080923
014777,ZWEIG FUND INC,989834205,0000812090,P,01,LC,70295,21954,19860925,20170330
014778,ACM GVT SPECTRUM FUND,000917104,0000830624,P,01,LU,75277,20005,19880520,20001229
014779,DREYFUS STRATEGIC MUNI,261932107,0000818972,P,01,LU,75157,20603,19870923,E
014780,DREYFUS STRATEGIC GVT,261938104,0000832534,P,01,LU,75289,20604,19880624,20001020
014782,CURRENT INCOME SHS,231298100,0000026261,P,01,LU,57365,20544,19820129,20020430
014782,CURRENT INCOME SHS,231298100,0000026261,C,00X,LU,57365,20544,19820101,19820128
014783,COMSTOCK PTNRS STRATEGY,205763105,0000830779,C,01,LU,75287,20494,19880519,19910731
014784,MERRILL LYNCH CONV FD  -CL A,589979103,,P,01,LC,68048,20515,19850725,19970829
014785,COUNSELLORS TANDEM SECS FD,222269102,0000798311,P,01,LC,70535,20527,19861024,19961121
014787,B&H OCEAN CARRIERS LTD,V10064109,0000835540,P,01,LC,75327,20242,19880817,20111128
014788,BOND INTL GOLD,097882104,0000833796,P,01,LU,75332,20318,19880728,19910930
014789,CORCAP INC,218350106,0000835176,C,01,LU,75338,20521,19880714,19910628
014790,MERITAGE HOMES CORP,59001A102,0000833079,P,01,LU,75342,20642,19880721,E
014791,CRT PROPERTIES INC,22876P109,0000835664,P,01,LC,75351,21062,19880818,20050930
014792,RISER FOODS INC  -CL A,767612104,0000832177,P,01,LU,75359,21514,19880708,19970829
014793,ARCH COAL INC,039380407,0001037676,P,01,LC,75326,20221,19880811,20160108
014793,ARCH COAL INC,039380407,0001037676,P,06,LC,16436,20221,20161005,E
014794,CORE MOLDING TECHNOLOGIES,218683100,0001026655,P,01,LC,84387,31894,19970102,E
014794,CORE MOLDING TECHNOLOGIES,218683100,0001026655,P,01,LC,75360,21544,19880916,19961231
014795,MERIDIAN POINT RLTY TR VII,589953108,0000774653,P,01,LC,75362,21613,19880801,19960222
014796,TIS MORTGAGE INVESTMENT,872527106,0000833088,P,01,LU,75363,21702,19880819,19980827
014797,CIM HIGH YIELD SECURITIES,125527101,0000821466,C,01,LU,75212,20359,19871111,20060203
014798,SAN FRANCISCO CO,79772H102,0000351238,P,01,LU,10426,8346,19860627,19950428
014800,FIRST NATIONAL CORP/CA,335901104,0000945475,P,01,LU,36215,5298,19821101,19930730
014801,METROBANK,591645106,0000813898,P,01,LU,10880,8759,19861124,19960131
014802,NATIONAL AUSTRALIA BK,632525408,0000833029,P,90,LC,75301,21252,19880624,20070615
014804,PUTNAM PREMIER INCOME TR,746853100,0000827773,P,01,LU,75268,21466,19880219,E
014805,INTERNATIONAL CORONA,45937A704,0000835404,J,01,LC,75339,20524,19911001,19911029
014805,INTERNATIONAL CORONA,45937A704,0000835404,P,01,LC,75339,20524,19880809,19910930
014806,BAILEY CORP,056771306,0000753237,P,01,LU,11978,9929,19880908,19960930
014808,CONCORD CAMERA CORP,206156200,0000831861,P,01,LC,11998,9856,19880712,20090206
014809,IN HOME HEALTH INC,453222408,0000818645,P,01,LU,12195,9909,19880815,20001229
014810,VITALSTREAM HOLDINGS INC,92847T209,0000789851,P,01,LU,75581,9930,19880909,20070228
014812,RESIDENTIAL RES MORTGAGE INV,760929109,,C,01,LU,75314,25925,19880624,19890316
014815,GLEN ROSE PETROLEUM CORP,377834106,0000354567,P,01,LC,28223,5137,19871030,20100305
014815,GLEN ROSE PETROLEUM CORP,377834106,0000354567,C,00X,LC,28223,5137,19870922,19871029
014816,UNITRONIX CORP,913287108,0000835270,C,01,LU,12102,9907,19880815,19911212
014818,FIRST EXECUTIVE CORP,320135106,,P,01,LC,35589,1692,19820101,19910410
014819,HOME BENEFICIAL CORP  -CL B,437052202,0000048174,P,01,LU,42228,2094,19870130,19970430
014819,HOME BENEFICIAL CORP  -CL B,437052202,0000048174,C,00X,LU,42228,2094,19870101,19870129
014820,PRESIDENTIAL LIFE CORP,740884101,0000080124,P,01,LU,63977,3597,19870130,20121231
014820,PRESIDENTIAL LIFE CORP,740884101,0000080124,C,00X,LU,63977,3597,19870101,19870129
014821,WILLIAMS (A.L.) CORP,969468107,,P,01,LU,82983,5701,19821201,19891130
014822,BERKLEY (W R) CORP,084423102,0000011544,P,01,LC,17743,544,19870130,E
014822,BERKLEY (W R) CORP,084423102,0000011544,C,00X,LC,17743,544,19870101,19870129
014824,CINCINNATI FINANCIAL CORP,172062101,0000020286,P,01,LC,23473,912,19820129,E
014825,FOREMOST CORP OF AMERICA,345469100,0000018508,C,01,LU,37226,1665,19870130,20000331
014825,FOREMOST CORP OF AMERICA,345469100,0000018508,C,00X,LU,37226,1665,19870101,19870129
014826,ALLMERICA PPTY &CASUALTY COS,01975T105,0000891289,P,01,LC,40935,2149,19830131,19970716
014826,ALLMERICA PPTY &CASUALTY COS,01975T105,0000891289,C,00X,LC,40935,2149,19830101,19830130
014827,OHIO CASUALTY CORP,677240103,0000073952,P,01,LC,59126,3324,19870130,20070824
014828,OLD REPUBLIC INTL CORP,680223104,0000074260,P,01,LU,59396,3363,19800131,E
014828,OLD REPUBLIC INTL CORP,680223104,0000074260,C,00X,LU,59396,3363,19800101,19800130
014830,21ST CENTURY INS GROUP,90130N103,0000100331,P,01,LC,10119,8064,19860318,20070927
014832,DRUG EMPORIUM INC,262175102,0000832922,P,01,LU,11106,9843,19880630,20010314
014833,HUGHES HOMES INC,444428106,0000821528,P,01,LU,11871,9812,19880608,19900228
014834,INTL ELECTRONICS INC,459436507,0000717751,P,01,LC,11794,9595,19871030,20050713
014835,KINDERCARE LEARNING CENTERS,494521305,0000832812,C,01,LC,12041,9904,19880811,19970213
014836,ADVANCED TISSUE SCI  -CL A,00755F103,0000829549,P,01,LU,11895,9815,19880609,20021021
014843,BROADCAST INTL INC/VT,111318309,0000832411,P,02,LU,12134,9928,19880906,19950630
014845,STOTLER GROUP INC,862280104,0000822614,P,01,LC,12091,9906,19880812,19900724
014846,BLACKSTONE/GSO STRATEGIC CRD,09257R101,0001546429,P,01,LC,13570,54176,20120926,E
014847,CUSHING RENAISSANCE FUND,231647108,0001506488,P,01,LC,13571,54177,20120926,E
014848,BANYAN MTG INVESTORS  -LP II,06683E100,0000778714,C,01,LU,76870,8635,19870130,19920925
014849,WEITEK CORP,949044101,0000719322,P,01,LU,12284,9938,19880920,19960715
014850,AL'S FORMAL WEAR INC,021099106,0000824185,P,01,LU,12112,9893,19880809,19910228
014851,ATLANTIC EXPRESS,048901607,0000786618,P,04,LU,12121,9933,19881107,19901130
014852,BALLISTIC RECOVERY SYSTEMS,058659103,0000801907,C,01,LU,12129,9937,19880919,19920511
014853,CANCER TREATMENT HOLDINGS,137389300,0000832092,C,02,LU,12138,9932,19880913,19980602
014854,FIRST BRANDS CORP,319356101,0000797320,P,01,LU,75880,22129,19891213,19990129
014855,GEXA CORP,374398204,0000821113,P,02,LC,12177,9943,20040802,20050620
014855,GEXA CORP,374398204,0000821113,C,01,LC,12177,9943,19880922,19910128
014856,HERITAGE MEDIA CORP  -CL A,427241203,0000821020,P,01,LC,75348,20905,19880923,19970820
014857,MIDSOUTH CORP,598041101,0000807359,P,01,LU,11822,9628,19871214,19930630
014858,LEGAL SOFTWARE SOLUTIONS INC,524647203,0000770509,P,01,LU,12206,9945,19880923,19900228
014859,VIDEO SUPERSTORES OF AMER,926573205,0000803167,P,01,LU,12280,9968,19881010,19910314
014860,TOPOLOGIX INC,890744105,0000836179,C,01,LU,12270,9961,19881004,19900213
014861,LANDMARK GRAPHICS CORP,514913102,0000749510,P,01,LU,12048,9948,19880928,19961031
014862,GULF EXPLORATION CONSULTANTS,402275101,0000824088,P,01,LC,12185,9940,19881017,19890623
014863,GENLYTE GROUP INC,372302109,0000833076,P,01,LU,12022,9892,19880808,20080131
014864,JRJR33 INC,46645Q106,0001403085,P,01,LC,15099,55131,20141205,20180402
014866,AUTOMOBILE PROTECTION,052905106,0000833441,P,01,LU,12126,9946,19880928,19990730
014868,FAIRWAY GROUP HOLDINGS,30603D109,0001555492,P,01,LC,13874,54374,20130417,20160707
014871,CASUAL MALE CORP-OLD,148708100,0000836866,C,01,LU,11987,9939,19880920,19900731
014874,LEO MOTORS INC,526362108,0001356564,C,01,LC,10332,8252,19880129,19881219
014874,LEO MOTORS INC,526362108,0001356564,C,00X,LC,10332,8252,19870701,19880128
014876,SOFTWARE TOOLWORKS INC,834044208,0000798534,P,02,LU,12261,9942,19881017,19940531
014877,GW UTILITIES LTD,36238D109,0000814567,P,01,LC,75063,20778,19870626,19930401
014878,ORYX ENERGY CO,68763F100,0000836442,P,01,LC,75423,21999,19881101,19990226
014880,BIOANALOGICS INC,09058K107,0000837487,C,01,LU,12130,9970,19881011,19900524
014881,DEKALB GENETICS CORP  -CL B,244878203,0000835015,P,01,LU,12006,9922,19880906,19981231
014883,HOME PRODUCTS INTL INC,437305105,0000814457,P,01,LU,75585,9964,19881005,20041215
014884,SIERRA ON-LINE INC,826409104,0000724991,P,01,LU,12259,9965,19881006,19960731
014885,STERLING CHEMICALS HLDGS INC,85916E103,0000795662,P,01,LU,75422,21998,19881013,19960821
014886,AHPC HOLDINGS INC,001303106,0000837038,C,01,LC,12113,9994,19881027,20070321
014887,AMERICAN STEEL & WIRE CORP,030041107,0000804307,P,01,LU,12115,9976,19881130,19931130
014888,ARIX CORP,040453102,0000838445,C,01,LU,12119,9959,19881004,19930119
014890,DURACELL INTERNATIONAL,26633L103,0000873482,P,01,LU,76635,29025,19910502,19970131
014891,MGP INGREDIENTS INC,55303J106,0000835011,P,01,LC,12226,9977,19881020,E
014892,NEOTERIK HEALTH TECH INC,640654109,0000838790,C,01,LU,12231,9980,19881020,19900416
014894,VODAFONE GROUP PLC,92857W308,0000839923,P,90,LC,75418,21996,19881027,E
014895,MERISEL INC,589849306,0000724941,P,01,LU,12260,9978,19881020,20041221
014896,SPRECKELS INDUSTRIES  -CL A,849416201,0000824096,P,01,LU,80157,28252,19940106,19961108
014897,VISX INC/DE,92844S105,0000837991,P,01,LU,12265,9983,19881021,20050531
014898,3D SYSTEMS CORP,88554D205,0000910638,P,01,LU,78664,26127,19930802,E
014903,AMERICAN FIRST CORP,026161109,0000109543,P,01,LU,12942,96,19830131,19900831
014903,AMERICAN FIRST CORP,026161109,0000109543,C,00X,LU,12942,96,19830101,19830130
014904,KITCHEN BAZAAR INC,498023100,0000837022,P,01,LU,12201,9981,19881020,19920831
014907,OPTICORP INC,683877104,,P,01,LU,12241,9984,19881021,19911231
014908,PRIDE INTERNATIONAL INC,74153Q102,0000833081,P,01,LC,12074,9921,19880906,20110531
014913,AURA SYSTEMS INC,051526309,0000826253,C,01,LC,12122,9989,19881026,19990617
014914,CELINA FINANCIAL CORP,151033107,0000201401,P,01,LU,21873,830,19830131,19930730
014914,CELINA FINANCIAL CORP,151033107,0000201401,C,00X,LU,21873,830,19830101,19830130
014915,FORSOFT LTD,M46544108,0000822039,P,01,LU,78689,26139,19881031,20001130
014916,LIFELINE HEALTHCARE GRP LTD,531917409,,C,02,LU,12210,9969,19881011,19890725
014917,MEDNET MPC CORP,58501B107,0000832485,C,01,LU,12218,9979,19881020,19970617
014918,NOVEN PHARMACEUTICALS INC,670009109,0000815838,P,01,LC,12236,10000,19881103,20090827
014920,TROPIC AIR CARGO INC,897069209,0000791027,C,01,LC,12243,9995,19881028,19950929
014922,CELEREX CORP,151007101,0000795711,C,01,LU,12143,10003,19881107,19920511
014923,KEY PRODUCTION CO INC,493138101,0000837290,P,01,LU,12199,9973,19881025,20021031
014924,NAM TAI PROPERTY INC,G63907102,0000829365,C,02,LC,76961,26128,19901126,E
014924,NAM TAI PROPERTY INC,G63907102,0000829365,C,02,LC,76961,26128,19880328,19881212
014925,OMNI FILMS INTL INC,681925103,0000816348,P,01,LU,75583,9992,19881027,19940531
014926,RICH COAST INC,58441D106,0000814186,C,01,LU,76940,9966,19881006,19990217
014931,CLARK MELVIN SECURITIES CP,181482100,0000829956,P,01,LU,12148,9993,19881027,19911129
014932,DR PEPPER CO,256130006,0000029415,C,00X,LU,22648,23156,19851231,19920630
014933,CROSS MEDICAL PRODUCTS INC,227910106,0000731241,P,01,LU,12155,9954,19880930,19980529
014934,DEVON ENERGY CORP,25179M103,0001090012,P,01,LC,87137,35222,19990818,E
014934,DEVON ENERGY CORP,25179M103,0001090012,P,01,LC,75390,21971,19881026,19990817
014935,FAI INSURANCE LTD,302393707,0000771810,P,90,LU,75343,20679,19880928,19990226
014936,GITANO GROUP INC,376365102,0000837912,C,01,LU,75397,9952,19881031,19940126
014937,KILE TECHNOLOGY CORP,494002108,0000824841,P,01,LU,12200,9888,19880804,19890630
014938,LOGIC DEVICES INC,541402103,0000802851,C,01,LC,12214,9998,19881102,20110309
014939,MICROAMERICA INC,594932105,,P,01,LU,12225,9962,19881005,19900430
014940,PACESETTER HOMES INC,69373G108,0000835170,P,01,LC,12071,9845,19880721,19920228
014942,HUTECH21 CO LTD,G4673W100,,P,02,LC,12277,10015,19881115,19961021
014943,WASATCH EDUCATION SYS,936787308,0000837987,C,03,LU,12283,9963,19881005,19920615
014947,HEALTHPLEX INC,421918103,0000770506,P,01,LU,10187,7966,19860424,19980316
014952,FIBREBOARD CORP,315712109,0000833053,P,01,LU,11502,9840,19880627,19970731
014953,ACCUHEALTH INC,004380101,0000840401,C,01,LU,12208,10007,19881108,19930226
014954,LINDSAY CORP,535555106,0000836157,P,01,LU,12211,9971,19881012,E
014955,LOCH HARRIS INC,539578203,0000766347,C,01,LC,75582,9990,19890731,19890921
014955,LOCH HARRIS INC,539578203,0000766347,C,01,LC,75582,9990,19881026,19890608
014957,AFTERMASTER INC,00831X102,0000836809,C,01,LC,12157,10008,19881108,19920821
014958,BRISTOL RESEARCH CORP,110165107,0000839436,C,01,LU,76036,10014,19891121,19920131
014959,GLOBESAT HOLDING CORP,379570104,0000836868,P,01,LU,12179,10023,19881205,19920529
014960,LABORATORY CP OF AMER HLDGS,50540R409,0000920148,P,01,LC,12062,9848,19880707,E
014961,S A Y PACKAGING INC,783922107,0000836620,P,01,LC,12251,9927,19880919,19901127
014962,WESTAIR HOLDING INC,957071103,0000839480,P,01,LC,75431,22006,19881025,19920529
014968,DREYFUS CAL MUNI INCOME,261881106,0000839123,C,01,LC,75391,21972,19881021,20050224
014969,DREYFUS MUNI INCOME,26201R102,0000839122,P,01,LU,75392,21973,19881021,E
014970,DREYFUS N Y MUNI INCOME,26201T108,0000839124,C,01,LU,75393,21974,19881021,20050303
014971,BLACKROCK MUNIVEST FUND INC,09253R105,0000835948,P,01,LU,75354,21234,19880923,E
014972,COHEN & STEERS RLTY INCM FD,19247P107,0000835268,P,01,LU,75357,21494,19880823,20010531
014973,RESORT INCOME INVESTORS,761165109,0000837336,C,01,LU,75419,21997,19881025,19960416
014974,PACHOLDER HIGH YIELD FD INC,693742108,0000837951,P,01,LU,75429,22004,19881117,20170731
014975,VAN KAMPEN CALIF MUN TR,920910106,0000840248,P,01,LU,75430,22005,19881025,20051202
014977,COLES GROUP LTD - OLD,193870409,0000825777,P,90,LC,75387,21969,19881031,20060203
014978,HUNTWAY REFINING CO,447309105,0001053811,P,01,LU,80181,28273,19941130,20010629
014980,MEDICAL MGMT OF AMER,58461H201,0000838443,P,02,LU,75374,21959,19881019,19910430
014981,METROPOLITAN REALTY CO LLC,592279103,0000811516,C,01,LU,75410,21989,19881117,19961004
014982,INCOMED CORP,393391107,0001421712,C,02,LC,12111,10032,19900730,19940803
014982,INCOMED CORP,393391107,0001421712,C,02,LC,12111,10032,19881208,19900701
014983,CHAMPIONS ONCOLOGY INC,15870P307,0000771856,C,02,LC,12146,10020,20150821,E
014983,CHAMPIONS ONCOLOGY INC,15870P307,0000771856,C,02,LC,12146,10020,19881125,19940623
014984,GETGO INC -OLD,G38529106,0000835538,C,02,LU,76724,26135,19881230,20020403
014985,VASO CORPORATION,92233F102,0000839087,P,01,LU,12171,10022,19881130,20060525
014986,AMNEX INC,031674203,0000793526,C,02,LU,12230,10028,19881206,19990427
014987,HEALTHTRUST INC-THE HSPTL CO,42221H107,0000826490,P,01,LU,77151,28443,19911213,19950428
014989,EMBRACE SYSTEMS CORP,290816107,0000764218,C,02,LU,12187,10026,19881202,19940318
014990,KUSHNER LOCKE CO,501337406,0000842009,C,01,LU,12202,10029,19881206,20010417
014991,PRAIRIE PACIFIC ENERGY CORP,739651107,0000786283,C,01,LU,78350,28968,19831230,19950714
014992,TERMINAL APPLICATIONS GROUP,880910104,0000841075,C,01,LU,12268,10031,19881207,19911115
014993,F2 BROADCAST NETWORK INC,35951N203,0000803170,C,01,LC,12279,9987,19881123,19980204
014994,WELLINGTON LEISURE PRODUCTS,949568109,0000840887,P,01,LU,12285,10033,19881208,19940131
014995,BOULDER GROWTH & INC FUND,101507101,0000102426,P,01,LU,56653,21846,19820129,E
014995,BOULDER GROWTH & INC FUND,101507101,0000102426,C,00X,LU,56653,21846,19810701,19820128
014997,MERIDIAN POINT REALTY TR IV,589951102,0000759819,P,01,LU,11967,8088,19860630,19960229
014999,ACE AVIATION HOLDINGS INC,00440P409,0001295721,P,02,LC,82543,28104,19951116,20021202
015005,GEAC COMPUTER CORP LTD,368289104,0001145047,P,01,LC,90030,44886,20040203,20060331
